1	0.420666	0.419709	0.42204	0.421068	0.421037	0.420062	0.422401	0.421434	1.0236
2	0.491562	0.488134	0.491348	0.487909	0.49379	0.490379	0.493587	0.490161	0.994686
3	0.49108	0.483315	0.489679	0.481876	0.496339	0.488634	0.494987	0.487213	0.987504
4	0.485414	0.471582	0.482936	0.469043	0.495311	0.481598	0.492928	0.47908	0.977772
5	0.487635	0.464953	0.484027	0.461282	0.505091	0.482627	0.501647	0.478957	0.961734
6	0.487428	0.451224	0.4827	0.446479	0.517301	0.481445	0.512846	0.47663	0.937349
7	0.485213	0.428757	0.47945	0.423135	0.534862	0.478811	0.529544	0.472937	0.901246
8	0.480665	0.395454	0.47418	0.389459	0.560202	0.474951	0.554412	0.468336	0.851417
9	0.471989	0.349828	0.465553	0.344409	0.593281	0.468823	0.587802	0.462241	0.790421
10	0.458406	0.295707	0.453261	0.291967	0.631771	0.460233	0.627624	0.454921	0.727319
11	0.441835	0.24263	0.43913	0.241067	0.67132	0.450742	0.669161	0.447843	0.673449
12	0.426391	0.19939	0.426417	0.199614	0.707687	0.442991	0.707354	0.442798	0.634132
13	0.414488	0.167939	0.416742	0.16927	0.738184	0.437982	0.739033	0.440005	0.607714
14	0.406174	0.14584	0.409932	0.147776	0.762344	0.43515	0.763765	0.438671	0.590257
15	0.400764	0.130174	0.405409	0.132436	0.78114	0.433737	0.78272	0.438138	0.578426
16	0.397569	0.118782	0.402662	0.121238	0.795816	0.433184	0.797313	0.43803	0.570049
17	0.396061	0.110256	0.401319	0.112859	0.807411	0.433126	0.808694	0.438151	0.563827
18	0.395854	0.1037	0.401117	0.106448	0.816694	0.433325	0.817698	0.4384	0.558986
19	0.396662	0.0985301	0.401866	0.101454	0.824215	0.433614	0.824918	0.438729	0.555058
20	0.398258	0.0943595	0.403426	0.0975087	0.830369	0.433869	0.830776	0.439119	0.551749
21	0.400452	0.0909192	0.405681	0.0943618	0.835441	0.433984	0.835582	0.439571	0.54887
22	0.403075	0.088018	0.408535	0.091839	0.839645	0.433866	0.839567	0.440097	0.546292
23	0.40597	0.0855154	0.4119	0.089818	0.843145	0.43343	0.842912	0.440721	0.543924
24	0.408996	0.0833064	0.415695	0.0882124	0.846072	0.432599	0.845761	0.441476	0.541692
25	0.412024	0.0813107	0.419847	0.0869618	0.848536	0.431299	0.848234	0.442402	0.539535
26	0.414948	0.079466	0.424284	0.086025	0.850634	0.429467	0.850436	0.443545	0.537391
27	0.417688	0.0777234	0.428941	0.0853753	0.852452	0.427045	0.852457	0.444954	0.535195
28	0.420188	0.0760441	0.433758	0.0849964	0.854067	0.423982	0.854377	0.446681	0.53288
29	0.422421	0.0743967	0.438676	0.0848805	0.855554	0.420236	0.856267	0.448778	0.530371
30	0.424383	0.0727559	0.443639	0.0850258	0.856977	0.415768	0.85819	0.451295	0.52759
31	0.426088	0.0711012	0.448593	0.085435	0.858398	0.410549	0.860202	0.454288	0.524456
32	0.427568	0.0694167	0.453487	0.0861148	0.859872	0.404559	0.862355	0.457814	0.52089
33	0.428865	0.0676907	0.458272	0.0870741	0.861449	0.39779	0.864695	0.461935	0.516814
34	0.430031	0.065916	0.462905	0.0883234	0.86317	0.390253	0.867263	0.466722	0.512158
35	0.431124	0.0640901	0.467345	0.0898727	0.865071	0.38198	0.870091	0.472253	0.506862
36	0.432206	0.0622145	0.471551	0.0917291	0.867173	0.373029	0.873206	0.478611	0.500876
37	0.433336	0.0602944	0.475475	0.0938937	0.869484	0.363482	0.87662	0.485876	0.494168
38	0.434572	0.0583373	0.479057	0.0963559	0.871995	0.35345	0.880332	0.494118	0.486721
39	0.435959	0.0563518	0.48222	0.0990886	0.874674	0.34306	0.884322	0.503386	0.478538
40	0.437529	0.0543455	0.48486	0.102041	0.877472	0.332449	0.888555	0.513697	0.469637
41	0.439301	0.0523241	0.48685	0.105135	0.880318	0.321757	0.892979	0.525022	0.460053
42	0.441276	0.0502911	0.488045	0.108261	0.883134	0.311117	0.89753	0.537285	0.449834
43	0.443438	0.0482486	0.488286	0.111284	0.885835	0.300652	0.90214	0.550365	0.439035
44	0.445763	0.0461988	0.48741	0.114053	0.888346	0.290468	0.906742	0.564103	0.427716
45	0.448214	0.0441465	0.485263	0.11641	0.890611	0.280658	0.911275	0.578317	0.415936
46	0.450762	0.0421009	0.48171	0.118218	0.892598	0.271299	0.915693	0.59282	0.403748
47	0.453392	0.0400772	0.476647	0.119369	0.894302	0.262451	0.919962	0.607435	0.391197
48	0.456123	0.0380967	0.470014	0.119802	0.895747	0.254162	0.924066	0.622011	0.378314
49	0.459021	0.0361858	0.461809	0.119503	0.896978	0.24646	0.927999	0.636426	0.365121
50	0.462209	0.034374	0.452093	0.118507	0.898054	0.239355	0.931764	0.65059	0.35163
51	0.465865	0.0326918	0.441002	0.116885	0.899041	0.232841	0.935373	0.664445	0.337847
52	0.470212	0.0311684	0.428736	0.114732	0.900003	0.226889	0.938838	0.677954	0.323778
53	0.475496	0.0298293	0.415549	0.112152	0.901	0.221455	0.942171	0.691097	0.309431
54	0.481948	0.0286949	0.401719	0.10925	0.902077	0.216477	0.945379	0.703865	0.294823
55	0.489749	0.0277786	0.387518	0.106118	0.903269	0.211882	0.948469	0.716247	0.27999
56	0.498998	0.0270867	0.373184	0.102832	0.904597	0.207596	0.951439	0.728236	0.264994
57	0.509694	0.0266176	0.358907	0.0994582	0.90607	0.203546	0.954287	0.739822	0.249925
58	0.521736	0.0263627	0.34484	0.0960495	0.907688	0.199669	0.957006	0.750995	0.234906
59	0.534946	0.026307	0.331105	0.092652	0.90944	0.195914	0.959591	0.761745	0.220082
60	0.549084	0.02643	0.317803	0.0893051	0.911309	0.19224	0.962035	0.772059	0.20561
61	0.563873	0.0267067	0.305017	0.0860416	0.913269	0.188613	0.964334	0.781924	0.191642
62	0.579028	0.0271087	0.29281	0.0828872	0.91529	0.185013	0.966484	0.791325	0.178317
63	0.594269	0.027606	0.281222	0.0798604	0.917341	0.181426	0.968483	0.800249	0.165742
64	0.609349	0.0281688	0.270273	0.076973	0.919391	0.177847	0.970334	0.808687	0.153991
65	0.624062	0.0287695	0.259965	0.0742315	0.921415	0.17428	0.97204	0.816637	0.143101
66	0.63825	0.0293839	0.250285	0.0716379	0.923393	0.170733	0.973607	0.824103	0.133078
67	0.651805	0.029992	0.241211	0.0691908	0.925309	0.167219	0.975042	0.831098	0.123901
68	0.664661	0.0305783	0.232714	0.0668866	0.927153	0.163751	0.976356	0.83764	0.115529
69	0.676787	0.0311316	0.224762	0.0647198	0.928919	0.160343	0.977557	0.843749	0.107911
70	0.688182	0.0316445	0.21732	0.0626838	0.930604	0.157006	0.978656	0.849453	0.100988
71	0.69886	0.0321126	0.210354	0.0607713	0.932209	0.153751	0.979661	0.854776	0.0946985
72	0.708851	0.0325338	0.20383	0.0589747	0.933735	0.150584	0.980583	0.859746	0.0889827
73	0.718193	0.0329081	0.197715	0.0572866	0.935185	0.147512	0.981428	0.864389	0.0837836
74	0.726926	0.0332366	0.191979	0.0556995	0.936561	0.144538	0.982205	0.86873	0.0790482
question	{1,1,1}	{1,1,0}	{1,0,1}	{1,0,0}	{0,1,1}	{0,1,0}	{0,0,1}	{0,0,0}
answer	{0.726926}	{0.0332366}	{0.191979}	{0.0556995}	{0.936561}	{0.144538}	{0.982205}	{0.86873}
